Vessel_ID,Route,Vessel_Class,Size_TEU,Length_m,Scheduled_ETA,Storm_Closure,Pct_Critical_Cargo,SLA_Penalty_Risk,Yard_Util_Pct,Crane_MPH,Wait_Time_Hrs,Truck_Turn_Time_Min,Actual_Arrival,Date
MAEU-6256,Suez,New Panamax,14000,366,2026-01-01 01:00:00,False,0.177184959924849,124029.47194739431,0.700967640723913,30.0,12.0,30.145146108586964,2026-01-01 13:00:00,2026-01-01
MAEU-7413,Suez,Feeder,5000,150,2026-01-01 02:00:00,False,0.1,25000.0,0.7085527430208407,30.0,12.0,31.28291145312611,2026-01-01 14:00:00,2026-01-01
MAEU-2970,Cape,ULCV,20000,400,2026-01-01 05:00:00,False,0.2909748185420213,290974.81854202127,0.7120643448598459,30.0,12.0,31.809651728976895,2026-01-01 17:00:00,2026-01-01
MAEU-3898,Suez,ULCV,20000,400,2026-01-01 13:00:00,False,0.2284598137153679,228459.8137153679,0.7130036098872737,30.0,12.0,31.95054148309107,2026-01-02 01:00:00,2026-01-01
MAEU-5033,Cape,New Panamax,14000,366,2026-01-01 13:00:00,False,0.15999286685862255,111995.0068010358,0.7195988722930267,30.0,12.0,32.939830843954006,2026-01-02 01:00:00,2026-01-01
MAEU-5670,Cape,New Panamax,14000,366,2026-01-01 14:00:00,False,0.23662294063591885,165636.0584451432,0.7217218035916962,30.0,12.0,33.258270538754445,2026-01-02 02:00:00,2026-01-01
MAEU-2065,Cape,New Panamax,14000,366,2026-01-01 17:00:00,False,0.27248991592073657,190742.9411445156,0.7175446885473998,30.0,12.0,32.63170328210998,2026-01-02 05:00:00,2026-01-01
MAEU-7943,Cape,New Panamax,14000,366,2026-01-01 18:00:00,False,0.24361523162727564,170530.66213909295,0.7116865869109312,30.0,12.0,31.752988036639692,2026-01-02 06:00:00,2026-01-01
MAEU-6415,Suez,ULCV,20000,400,2026-01-01 21:00:00,False,0.15721419659461314,157214.19659461314,0.7047331426241848,30.0,12.0,30.709971393627733,2026-01-02 09:00:00,2026-01-01
MAEU-6567,Suez,New Panamax,14000,366,2026-01-02 19:00:00,False,0.2691037783905444,188372.64487338107,0.7127222468751069,30.0,0.0,31.90833703126604,2026-01-02 19:00:00,2026-01-02
MAEU-1950,Suez,Feeder,5000,150,2026-01-03 00:00:00,False,0.1,25000.0,0.7169249555110682,30.0,0.0,32.53874332666023,2026-01-03 00:00:00,2026-01-03
MAEU-3645,Suez,ULCV,20000,400,2026-01-03 01:00:00,False,0.2643688028611036,264368.8028611036,0.7256725242743546,30.0,0.0,33.850878641153194,2026-01-03 01:00:00,2026-01-03
MAEU-1922,Suez,New Panamax,14000,366,2026-01-03 03:00:00,False,0.2996538923885765,209757.72467200353,0.7277383603886535,30.0,0.0,34.160754058298025,2026-01-03 03:00:00,2026-01-03
MAEU-7028,Cape,Feeder,5000,150,2026-01-03 14:00:00,False,0.1,25000.0,0.7272063780185517,30.0,0.0,34.080956702782764,2026-01-03 14:00:00,2026-01-03
MAEU-7359,Cape,Feeder,5000,150,2026-01-03 19:00:00,False,0.1,25000.0,0.7184007077979695,30.0,0.0,32.76010616969543,2026-01-03 19:00:00,2026-01-03
MAEU-1984,Cape,ULCV,20000,400,2026-01-04 00:00:00,False,0.15271652757312607,152716.52757312608,0.7218335534288901,30.0,12.0,33.27503301433352,2026-01-04 12:00:00,2026-01-04
MAEU-4876,Cape,New Panamax,14000,366,2026-01-04 07:00:00,False,0.2477050816482369,173393.5571537658,0.7234777286242547,30.0,12.0,33.521659293638216,2026-01-04 19:00:00,2026-01-04
MAEU-1793,Suez,New Panamax,14000,366,2026-01-04 10:00:00,False,0.23985440471659897,167898.08330161928,0.7332819064960072,30.0,12.0,34.99228597440109,2026-01-04 22:00:00,2026-01-04
MAEU-3371,Suez,Feeder,5000,150,2026-01-04 11:00:00,False,0.1,25000.0,0.7280650820516521,30.0,12.0,34.20976230774782,2026-01-04 23:00:00,2026-01-04
MAEU-4531,Cape,Feeder,5000,150,2026-01-04 11:00:00,False,0.1,25000.0,0.7286798291573888,30.0,12.0,34.30197437360833,2026-01-04 23:00:00,2026-01-04
MAEU-9554,Cape,New Panamax,14000,366,2026-01-04 11:00:00,False,0.28677786132644467,200744.50292851127,0.7316989758597503,30.0,12.0,34.754846378962554,2026-01-04 23:00:00,2026-01-04
MAEU-7166,Suez,Feeder,5000,150,2026-01-04 14:00:00,False,0.1,25000.0,0.7345907993545971,30.0,12.0,35.188619903189576,2026-01-05 02:00:00,2026-01-04
MAEU-1094,Suez,Feeder,5000,150,2026-01-04 18:00:00,False,0.1,25000.0,0.7358166702135652,30.0,12.0,35.37250053203479,2026-01-05 06:00:00,2026-01-04
MAEU-7024,Cape,Feeder,5000,150,2026-01-04 21:00:00,False,0.1,25000.0,0.7413552304201098,30.0,12.0,36.20328456301647,2026-01-05 09:00:00,2026-01-04
MAEU-4030,Suez,ULCV,20000,400,2026-01-05 00:00:00,False,0.28048445430931923,280484.45430931926,0.7354548546106461,30.0,8.0,35.318228191596916,2026-01-05 08:00:00,2026-01-05
MAEU-9577,Cape,Feeder,5000,150,2026-01-05 06:00:00,False,0.1,25000.0,0.7399673986161344,30.0,8.0,35.99510979242016,2026-01-05 14:00:00,2026-01-05
MAEU-6031,Cape,New Panamax,14000,366,2026-01-05 14:00:00,False,0.20985040558051954,146895.28390636368,0.7423620900447961,30.0,8.0,36.35431350671943,2026-01-05 22:00:00,2026-01-05
MAEU-9609,Cape,New Panamax,14000,366,2026-01-05 16:00:00,False,0.23806023362048506,166642.16353433955,0.7502835922806876,30.0,8.0,37.542538842103156,2026-01-06 00:00:00,2026-01-05
MAEU-9393,Cape,ULCV,20000,400,2026-01-05 19:00:00,False,0.26816848330717385,268168.4833071738,0.7572274810613593,30.0,8.0,38.5841221592039,2026-01-06 03:00:00,2026-01-05
MAEU-8970,Cape,New Panamax,14000,366,2026-01-05 19:00:00,False,0.23060934044068843,161426.5383084819,0.7535304218440103,30.0,8.0,38.02956327660155,2026-01-06 03:00:00,2026-01-05
MAEU-6732,Suez,ULCV,20000,400,2026-01-05 20:00:00,False,0.17482807655509347,174828.0765550935,0.7490551683435134,30.0,8.0,37.35827525152701,2026-01-06 04:00:00,2026-01-05
MAEU-4368,Suez,ULCV,20000,400,2026-01-05 21:00:00,False,0.28660292973835694,286602.92973835696,0.7586882348205624,30.0,8.0,38.80323522308436,2026-01-06 05:00:00,2026-01-05
MAEU-4572,Suez,ULCV,20000,400,2026-01-06 00:00:00,True,0.20435908486749496,204359.08486749497,0.7592335384388675,30.0,24.0,38.88503076583014,2026-01-07 00:00:00,2026-01-06
MAEU-2205,Suez,Feeder,5000,150,2026-01-06 06:00:00,True,0.1,25000.0,0.7673619577171563,30.0,24.0,40.10429365757345,2026-01-07 06:00:00,2026-01-06
MAEU-5757,Cape,New Panamax,14000,366,2026-01-06 17:00:00,True,0.24953060580250658,174671.4240617546,0.760639578192766,30.0,24.0,39.0959367289149,2026-01-07 17:00:00,2026-01-06
MAEU-6182,Suez,New Panamax,14000,366,2026-01-07 07:00:00,False,0.2253292515496864,157730.47608478047,0.7634959564887694,30.0,0.0,39.52439347331543,2026-01-07 07:00:00,2026-01-07
MAEU-6490,Cape,ULCV,20000,400,2026-01-07 14:00:00,False,0.22914715952171785,229147.15952171787,0.7696931602359812,30.0,0.0,40.45397403539719,2026-01-07 14:00:00,2026-01-07
MAEU-5524,Cape,New Panamax,14000,366,2026-01-07 15:00:00,False,0.23472616998939244,164308.3189925747,0.7786410652277101,30.0,0.0,41.79615978415653,2026-01-07 15:00:00,2026-01-07
MAEU-6232,Cape,New Panamax,14000,366,2026-01-07 17:00:00,False,0.22455179232318734,157186.25462623112,0.7753878680480506,30.0,0.0,41.3081802072076,2026-01-07 17:00:00,2026-01-07
MAEU-3482,Suez,New Panamax,14000,366,2026-01-07 18:00:00,False,0.20240804985739994,141685.63490017995,0.7798874914465317,30.0,0.0,41.98312371697976,2026-01-07 18:00:00,2026-01-07
MAEU-1688,Suez,Feeder,5000,150,2026-01-07 19:00:00,False,0.1,25000.0,0.780663751627324,30.0,0.0,42.09956274409861,2026-01-07 19:00:00,2026-01-07
